date,close,MA_open,MA_close,MA_high,MA_low,ATR,Up,Dn,Trend,TrendUp,TrendDown,TrendSL,EMA,open,high,low,instrument_token,LongSignal,ShortSignal,LongCoverSignal,ShortCoverSignal
2024-01-31 09:43:00+05:30,542.55,560.3038461538462,558.5884615384615,567.8923076923077,551.7807692307692,14.95905216992292,845.4810433984584,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,586.2863165486668,544.35,557.3,535.3,22953476,0,0,0,0
2024-01-31 09:44:00+05:30,540.3,558.0884615384615,556.1153846153846,565.5423076923078,549.5769230769231,14.917520712278883,840.4004142455776,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,586.0033238314443,542.05,549.0,535.1,22953476,0,0,0,0
2024-01-31 09:45:00+05:30,532.2,555.5692307692308,551.8615384615384,562.0884615384615,546.55,14.75212774316991,832.4925548633981,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,585.67222645402,540.3,542.8,532.0999999999999,22953476,0,0,0,0
2024-01-31 09:46:00+05:30,543.65,551.2923076923076,548.3653846153846,558.6076923076923,542.3538461538462,14.710867831673053,831.817356633461,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,585.4136281373799,531.9,544.45,530.75,22953476,0,0,0,0
2024-01-31 09:47:00+05:30,545.2,547.7461538461539,547.3384615384616,554.85,541.5846153846154,14.575147524548619,837.0279504909723,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,585.1661596565344,543.0,551.15,539.9,22953476,0,0,0,0
2024-01-31 09:48:00+05:30,548.8,546.8076923076923,547.1769230769231,553.7230769230769,541.3346153846154,14.331024092213381,832.5954818442675,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,584.9423679048019,545.2,550.15,541.8,22953476,0,0,0,0
2024-01-31 09:49:00+05:30,553.8,546.5923076923077,547.4076923076923,553.3692307692307,541.3653846153846,14.194513343499137,832.8652668699827,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,584.7507225638493,548.8,554.4000000000001,543.55,22953476,0,0,0,0
2024-01-31 09:50:00+05:30,546.6,546.9192307692308,546.9076923076923,553.2846153846153,541.2423076923077,14.05551282022466,830.0852564044931,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,584.5159488865334,553.8,554.3,543.65,22953476,0,0,0,0
2024-01-31 09:51:00+05:30,544.3,546.3653846153846,546.5807692307692,552.8192307692308,540.7846153846153,13.678826042960946,818.401520859219,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,584.2684661241547,545.9000000000001,547.05,542.6,22953476,0,0,0,0
2024-01-31 09:52:00+05:30,550.05,546.1692307692308,546.2653846153846,552.35,540.3961538461538,13.563970119707577,818.4544023941514,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,584.057890948006,544.3,552.55,541.8,22953476,0,0,0,0
2024-01-31 09:53:00+05:30,551.75,545.876923076923,545.6730769230769,551.7346153846154,540.3153846153847,13.294794820895516,816.8958964179103,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,583.8590731575567,550.35,554.35,547.65,22953476,0,0,0,0
2024-01-31 09:54:00+05:30,550.8,545.35,545.7076923076922,551.1076923076923,540.2961538461539,13.149900906350592,814.2480181270118,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,583.6556327073564,551.75,556.05,546.45,22953476,0,0,0,0
2024-01-31 09:55:00+05:30,548.6,545.5769230769231,546.0461538461539,552.026923076923,540.053846153846,13.526375380611354,821.952507612227,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,583.4399057368496,550.8,562.8,540.05,22953476,0,0,0,0
2024-01-31 09:56:00+05:30,548.8,545.9038461538462,546.5269230769231,551.4884615384615,541.0115384615384,13.095929287254044,810.9435857450809,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,583.2267370861613,548.6,550.3,547.75,22953476,0,0,0,0
2024-01-31 09:57:00+05:30,542.95,546.3153846153847,546.7307692307693,551.6692307692308,541.2384615384615,13.103932060302908,806.7786412060582,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,582.9788802425542,547.4000000000001,551.35,538.05,22953476,0,0,0,0
2024-01-31 09:58:00+05:30,545.85,546.4653846153847,547.7807692307692,552.2692307692307,541.6846153846154,13.088091587349854,806.0118317469971,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,582.750394825677,542.25,550.6,537.9,22953476,0,0,0,0
2024-01-31 09:59:00+05:30,543.9,547.5384615384615,547.8,552.526923076923,542.5346153846153,12.81012721137535,801.002544227507,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,582.5113154729036,545.85,547.8,541.8,22953476,0,0,0,0
2024-01-31 10:00:00+05:30,548.0,547.6076923076923,548.0153846153846,553.0307692307692,542.4115384615384,13.068553595242987,809.3710719048597,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,582.2989381469165,543.9,557.7,538.3,22953476,0,0,0,0
2024-01-31 10:01:00+05:30,551.75,547.8230769230769,548.2423076923077,553.7730769230769,542.6346153846154,13.148218160135416,815.2143632027083,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,582.110944681397,548.0,559.8,544.7,22953476,0,0,0,0
2024-01-31 10:02:00+05:30,552.3,548.05,548.1269230769232,553.7538461538462,543.1192307692307,12.801229212679129,808.0245842535826,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,581.9274927141269,551.75,554.1500000000001,549.85,22953476,0,0,0,0
2024-01-31 10:03:00+05:30,562.05,548.2269230769232,549.3153846153847,554.4846153846154,544.0769230769231,12.750200616103477,814.9540123220695,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,581.80516968204,556.0999999999999,563.8,556.0999999999999,22953476,0,0,0,0
2024-01-31 10:04:00+05:30,539.2,549.4576923076922,548.9230769230769,555.8538461538462,543.4653846153847,13.434506474295496,818.4401294859099,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,581.5429840224582,561.9,564.8499999999999,534.65,22953476,0,0,0,0
2024-01-31 10:05:00+05:30,535.65,549.0653846153846,547.8153846153846,555.3461538461538,542.9307692307692,13.342957200793713,807.2591440158743,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,581.2605656592431,539.2,545.95,534.85,22953476,0,0,0,0
2024-01-31 10:06:00+05:30,537.85,547.9230769230769,546.7461538461538,554.5346153846153,541.9230769230769,13.182449075272391,802.8239815054478,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,580.9934237167247,535.5,543.8,534.55,22953476,0,0,0,0
2024-01-31 10:07:00+05:30,533.8,546.7961538461539,545.4384615384616,553.6346153846154,540.5038461538461,13.306666758595044,802.3083351719008,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,580.7030026476987,537.1,544.35,528.0,22953476,0,0,0,0
2024-01-31 10:08:00+05:30,525.0999999999999,545.4653846153847,543.6307692307693,551.5576923076923,539.0461538461539,13.361307277865825,795.6761455573165,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,580.3608303237128,533.5,535.8,521.1,22953476,0,0,0,0
2024-01-31 10:09:00+05:30,525.5,543.6846153846154,541.8384615384615,550.1038461538462,536.7730769230769,13.354981502263241,791.8996300452648,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,580.0232252140283,525.45,531.4,518.2,22953476,0,0,0,0
2024-01-31 10:10:00+05:30,527.9,542.0269230769231,540.6807692307692,548.776923076923,535.6346153846154,13.256746933547037,793.8099386709407,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,579.7024669050189,525.85,534.1,523.25,22953476,0,0,0,0
2024-01-31 10:11:00+05:30,533.0,540.9192307692308,539.6923076923076,547.7461538461539,534.6423076923077,13.215305877329508,795.4061175465902,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,579.4150671086803,527.85,537.2,525.0,22953476,0,0,0,0
2024-01-31 10:12:00+05:30,528.8,539.9307692307692,538.5307692307692,547.2884615384615,533.1615384615385,13.45392133312051,801.2784266624103,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,579.1035897726268,533.0,541.85,522.55,22953476,0,0,0,0
2024-01-31 10:13:00+05:30,530.45,538.7076923076922,537.1807692307692,545.2269230769232,532.1884615384615,13.132198927900099,790.918978558002,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,578.8041830663337,528.0,530.9,525.65,22953476,0,0,0,0
2024-01-31 10:14:00+05:30,531.95,537.3576923076923,535.6576923076923,543.2230769230769,530.9307692307692,12.828975440531467,787.6295088106293,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,578.5158496320794,530.45,533.75,528.35,22953476,0,0,0,0
2024-01-31 10:15:00+05:30,526.25,535.876923076923,533.6538461538462,541.7346153846154,528.8346153846154,12.804309736981212,784.7861947396243,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,578.1942136343434,532.5,534.8,522.6,22953476,0,0,0,0
2024-01-31 10:16:00+05:30,524.95,533.6153846153846,530.8000000000001,539.1115384615385,526.1423076923077,12.639434845334891,778.1886969066979,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,577.8665569350552,526.7,529.7,521.1,22953476,0,0,0,0
2024-01-31 10:17:00+05:30,529.65,530.7730769230769,530.0653846153846,536.7192307692308,525.376923076923,12.498672694537444,779.1984538907489,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,577.5698396616087,524.95,533.75,524.7,22953476,0,0,0,0
2024-01-31 10:18:00+05:30,524.4,530.0384615384615,529.2,535.6615384615385,524.026923076923,12.592842392790882,776.6068478558177,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,577.2426406483065,529.65,532.2,517.3,22953476,0,0,0,0
2024-01-31 10:19:00+05:30,529.75,529.1615384615385,528.5769230769231,534.7807692307692,523.0807692307692,12.495083867583393,777.2016773516677,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,576.9503782443169,524.1,532.3499999999999,522.25,22953476,0,0,0,0
2024-01-31 10:20:00+05:30,521.95,528.5038461538462,527.6653846153847,533.7153846153846,522.6038461538462,12.346257049246791,773.0751409849358,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,576.611914378198,528.55,530.5,521.8,22953476,0,0,0,0
2024-01-31 10:21:00+05:30,527.35,527.6923076923077,527.8384615384615,533.1769230769231,522.7038461538461,12.130717557119462,768.2143511423892,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,576.3087641358705,522.95,528.8,522.4,22953476,0,0,0,0
2024-01-31 10:22:00+05:30,521.85,527.7884615384615,527.5576923076923,532.9461538461538,522.9076923076923,11.951081574487326,763.6466314897465,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,575.9736332796498,526.7,528.4,520.85,22953476,0,0,0,0
2024-01-31 10:23:00+05:30,527.2,527.4807692307693,527.5038461538462,532.4846153846154,522.623076923077,11.817705826468218,760.1791165293644,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,575.6734878440827,521.85,528.1,519.55,22953476,0,0,0,0
2024-01-31 10:24:00+05:30,522.35,527.4000000000001,526.6846153846154,531.7923076923078,522.3307692307692,11.628776186214564,757.2755237242914,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,575.3453433035038,526.8,528.2,521.2,22953476,0,0,0,0
2024-01-31 10:25:00+05:30,525.35,526.5807692307692,526.4192307692308,530.9692307692308,521.9153846153846,11.72176535538262,758.5853071076524,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,575.0376796524052,522.35,531.15,517.15,22953476,0,0,0,0
2024-01-31 10:26:00+05:30,525.3,526.3769230769232,526.0230769230769,530.9769230769232,521.5807692307692,11.642480439485265,758.9996087897052,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,574.7316016237751,525.35,531.0,521.3,22953476,0,0,0,0
2024-01-31 10:27:00+05:30,522.4,525.9807692307693,525.2884615384615,530.4653846153847,520.7230769230769,11.57414787323094,753.6329574646189,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,574.409560998398,525.3,527.1,517.2,22953476,0,0,0,0
2024-01-31 10:28:00+05:30,526.7,525.2038461538461,525.3230769230769,530.0769230769231,520.6076923076923,11.459475407614045,754.6145081522809,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,574.1159636999463,522.4,529.75,521.0999999999999,22953476,0,0,0,0
2024-01-31 10:29:00+05:30,526.55,525.2115384615385,525.4461538461538,529.9115384615384,520.9461538461538,11.090476372021335,748.3345274404267,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,573.8232500771774,526.8,527.55,525.5,22953476,0,0,0,0
2024-01-31 10:30:00+05:30,522.65,525.3346153846154,524.9076923076923,529.6423076923077,520.6576923076923,11.020261612334222,746.0052322466845,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,573.5083377690102,526.55,530.25,520.95,22953476,0,0,0,0
2024-01-31 10:31:00+05:30,522.6,524.7961538461539,524.7692307692307,529.3192307692308,520.6538461538462,11.009663117732881,742.8182623546577,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,573.1950556904317,522.65,528.0,517.25,22953476,0,0,0,0
2024-01-31 10:32:00+05:30,512.35,524.6807692307692,523.4307692307692,528.8269230769231,519.5461538461539,11.287715544488455,742.6543108897692,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,572.8206245784905,522.6,525.95,507.85,22953476,0,0,0,0
2024-01-31 10:33:00+05:30,510.35,523.4346153846153,522.5384615384615,527.6346153846154,518.2538461538462,11.237216895684986,734.7443379136997,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,572.4361899656998,512.35,515.0,505.0,22953476,0,0,0,0
2024-01-31 10:34:00+05:30,508.45,522.4769230769231,521.0846153846153,526.4153846153846,516.8307692307692,11.151443684089498,731.45387368179,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,572.04242879668,510.5,512.95,503.9,22953476,0,0,0,0
2024-01-31 10:35:00+05:30,512.45,521.0730769230769,520.3615384615385,525.3461538461538,515.876923076923,10.951387069027167,730.5027413805433,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,571.6757061579312,508.45,514.5,508.45,22953476,0,0,0,0
2024-01-31 10:36:00+05:30,504.95,520.3499999999999,518.6500000000001,524.5846153846154,514.3384615384615,11.253293458477083,733.9408691695417,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,571.2650864277285,512.45,518.2,499.55,22953476,0,0,0,0
2024-01-31 10:37:00+05:30,504.85,518.6384615384615,517.3038461538462,522.9115384615385,512.9384615384615,10.94728195030151,723.6706390060302,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,570.8563782035579,504.55,506.45,503.0,22953476,0,0,0,0
2024-01-31 10:38:00+05:30,502.65,517.3000000000001,515.5576923076923,520.9269230769231,511.8115384615385,10.629741481662236,716.5198296332447,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,570.4366466453822,504.95000000000005,505.35,502.5,22953476,0,0,0,0
2024-01-31 10:39:00+05:30,509.05,515.5615384615385,514.3076923076923,519.3923076923077,510.19615384615383,10.634457501989209,718.3641500397841,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,570.058882666026,502.75,511.05,500.3,22953476,0,0,0,0
2024-01-31 10:40:00+05:30,505.8,514.2692307692307,513.0307692307692,518.4000000000001,508.87307692307695,10.774282697989634,722.5856539597927,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,569.6634433880812,508.5,514.2,500.0,22953476,0,0,0,0
2024-01-31 10:41:00+05:30,508.90000000000003,512.8846153846154,511.6615384615385,517.1346153846154,507.35,10.822350043166509,723.7470008633302,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,569.289514505693,504.4,513.3,501.3,22953476,0,0,0,0
2024-01-31 10:42:00+05:30,510.8,511.50769230769225,510.45000000000005,516.1653846153847,505.86153846153843,10.74304219833645,725.4108439667291,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,568.9295790318117,508.90000000000003,514.95,506.15000000000003,22953476,0,0,0,0
2024-01-31 10:43:00+05:30,512.65,510.36153846153843,509.6807692307693,515.0692307692308,504.8923076923077,10.621746425852667,724.6099285170533,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,568.5832431608467,511.65000000000003,516.0,508.35,22953476,0,0,0,0
2024-01-31 10:44:00+05:30,521.25,509.59230769230766,509.5769230769231,514.5500000000001,504.1615384615385,10.734619115034915,729.1923823006983,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,568.2919616644722,512.65,521.25,507.75,22953476,0,0,0,0
2024-01-31 10:45:00+05:30,516.65,509.4807692307693,509.90769230769234,514.1961538461538,504.15384615384613,10.846986992876685,731.4897398575337,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,567.9741649773061,521.15,521.35,507.75,22953476,0,0,0,0
2024-01-31 10:46:00+05:30,519.25,509.8115384615385,510.59230769230766,514.5230769230769,504.88461538461536,10.607889463744266,729.0327892748853,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,567.6743239620612,516.65,519.25,514.5,22953476,0,0,0,0
2024-01-31 10:47:00+05:30,513.2,510.4846153846154,510.95769230769235,515.0615384615386,505.5192307692308,10.497776151440569,726.0055230288115,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,567.3390973530638,519.25,519.95,512.1500000000001,22953476,0,0,0,0
2024-01-31 10:48:00+05:30,517.45,510.88846153846157,511.34230769230766,515.5769230769231,505.6846153846154,10.50178492981545,725.9356985963091,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,567.0320875231988,513.7,521.2,510.6,22953476,0,0,0,0
2024-01-31 10:49:00+05:30,516.6,511.273076923077,512.2384615384616,515.8384615384615,506.5115384615385,10.533087481587394,726.6117496317479,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,566.7217362153638,517.45,521.6,510.3,22953476,0,0,0,0
2024-01-31 10:50:00+05:30,515.55,512.2,513.0615384615385,516.7653846153846,507.38846153846157,10.280809541132987,722.0661908226598,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,566.4068332232692,516.6,518.5,514.4,22953476,0,0,0,0
2024-01-31 10:51:00+05:30,521.85,513.0153846153846,514.5384615384615,518.0653846153846,508.2423076923077,10.216856225794443,722.2621245158888,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,566.1326373265107,515.55,522.25,513.5999999999999,22953476,0,0,0,0
2024-01-31 10:52:00+05:30,514.35,514.4846153846154,514.946153846154,519.1269230769232,509.0615384615385,10.361293236547603,725.125864730952,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,565.8139749429629,521.85,524.85,510.95,22953476,0,0,0,0
2024-01-31 10:53:00+05:30,512.55,514.9346153846153,515.4653846153847,519.1538461538462,509.9423076923077,10.07653663903593,714.5307327807186,315.76813725490103,1.0,315.76813725490103,,315.76813725490103,565.4861966356216,514.35,514.55,511.45,22953476,0,0,0,0
2024-01-31 10:54:00+05:30,516.8,515.5615384615385,516.0730769230769,519.4653846153847,510.8076923076923,9.869613633583544,712.3422726716709,317.5577273283292,1.0,317.5577273283292,,317.5577273283292,565.1865892717101,512.55,517.35,512.55,22953476,0,0,0,0
2024-01-31 10:55:00+05:30,511.15,516.1807692307692,516.0999999999999,519.7115384615385,511.0730769230769,9.817864079325364,710.2322815865073,317.5577273283292,1.0,317.5577273283292,,317.5577273283292,564.8540564146534,516.95,518.15,509.6,22953476,0,0,0,0
2024-01-31 10:56:00+05:30,510.0,516.1423076923077,515.8961538461538,519.5461538461539,511.04999999999995,9.660300782096922,704.1560156419384,317.74398435806154,1.0,317.74398435806154,,317.74398435806154,564.5164929905633,511.15,513.85,508.04999999999995,22953476,0,0,0,0
2024-01-31 10:57:00+05:30,510.70000000000005,515.9076923076923,515.0846153846154,518.9115384615384,511.0769230769231,9.473622320053904,700.0224464010781,321.0775535989219,1.0,321.0775535989219,,321.0775535989219,564.1853145721598,509.6,513.0,508.1,22953476,0,0,0,0
2024-01-31 10:58:00+05:30,514.25,515.1038461538461,514.9000000000001,518.5115384615385,511.1807692307692,9.378578307502773,700.1965661500554,325.05343384994455,1.0,325.05343384994455,,325.05343384994455,563.8780203286387,510.70000000000005,516.1500000000001,509.1,22953476,0,0,0,0
2024-01-31 10:59:00+05:30,508.7,514.9192307692308,514.0884615384616,518.4538461538461,510.43461538461537,9.548045824855608,702.6109164971122,325.05343384994455,1.0,325.05343384994455,,325.05343384994455,563.5384632804625,514.25,518.5,504.79999999999995,22953476,0,0,0,0
2024-01-31 11:00:00+05:30,507.79999999999995,514.1153846153846,513.6730769230769,517.6346153846155,510.03846153846155,9.263808733684797,693.4261746736959,325.05343384994455,1.0,325.05343384994455,,325.05343384994455,563.1954573525827,508.79999999999995,509.29999999999995,507.0,22953476,0,0,0,0
2024-01-31 11:01:00+05:30,509.45,513.6615384615385,513.0576923076923,516.7615384615384,509.6807692307692,9.053463293148141,688.9692658629629,326.83073413703715,1.0,326.83073413703715,,326.83073413703715,562.8647160765668,507.79999999999995,509.85,505.95,22953476,0,0,0,0
2024-01-31 11:02:00+05:30,512.9,513.0461538461539,512.7730769230768,516.2615384615385,509.426923076923,9.01607257576978,691.3714515153956,330.72854848460435,1.0,330.72854848460435,,330.72854848460435,562.557240900711,509.45,515.0999999999999,507.0,22953476,0,0,0,0
